n,b,qasm
3,"[(0.5485610291881984-0.8361105173695548j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
qubit[3] q;
z q[2];
id q[1];
rz(1.9803081839154753) q[0];
cu3(4.369926357565535, 5.041395246861075, 0.11919298369937291) q[0], q[2];
id q[1];
cu3(1.4074136597884992, 4.432368217465012, 2.2333789245560944) q[0], q[1];
"
3,"[(0.02955075086086512+0j), (0.3365980622557993+0.6211371958900939j), 0j, (-0.025230170725962148+0.09454713619033839j), (0.6996670273465174+0j), (0.014216370200685294+0.026234008190690394j), 0j, (-0.001065607582120271+0.003993240723040742j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
csx q[0], q[1];
u2(1.0741884395919197, 1.2919883251885453) q[2];
xx_minus_yy(0.2779177932295912, 4.187767003288486) q[2], q[1];
ry(3.0571719297703437) q[0];
dcx q[0], q[2];
tdg q[1];
"
3,"[0j, (0.18140579950874242-0.5811090923722367j), 0j, (0.0996223455984193+0.3456581359152102j), 0j, (0.5133139106681809-0.32726849901515076j), 0j, (-0.14669073694513904+0.328460022470621j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
tdg q[0];
u2(0.8766660933443403, 0.3719857102671565) q[2];
ry(2.390834772295222) q[1];
tdg q[1];
rz(4.536353087463831) q[2];
x q[0];
s q[2];
h q[1];
s q[0];
"
3,"[(0.14519709795952737+0j), (-0.21736781239857358-0.013477980969831146j), (-0.14275703896050607-0.22102470274189745j), (0.19319820382184566+0.3441372691167598j), (-0.19907300085028107-0.10544206422735618j), (0.2882352137577473+0.17633143714824223j), (0.03521951408044255+0.40670680432133866j), (-0.014972765923108866-0.6121310792882484j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
qubit[3] q;
id q[1];
U(4.286643567529927, 3.6286899100298613, 0.72568961607822) q[2];
u3(4.317641861788655, 1.6327224590737919, 5.318500386859176) q[0];
sdg q[0];
cu1(1.1811442636859222) q[2], q[1];
U(2.1330968921825577, 4.13891040313088, 1.120677509565477) q[1];
z q[2];
id q[0];
"
3,"[(0.9996698172049266-0.025695458148640053j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
xx_plus_yy(4.809251306921778, 5.322075185005818) q[1], q[2];
rz(0.051396573176536973) q[0];
ch q[0], q[1];
csx q[1], q[2];
"
3,"[(-0.941290932682688+0j), -0.23871675689963123j, 0j, 0j, 0j, -0.23871675689963123j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
cp(5.451424932041837) q[2], q[1];
rx(5.594460727435625) q[0];
ch q[0], q[2];
cy q[1], q[0];
"
3,"[0j, 0j, (0.43950634091767316-0.898239487159832j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
qubit[3] q;
cu1(1.8757308038245244) q[1], q[2];
y q[0];
rz(5.37308727857022) q[2];
swap q[1], q[0];
cs q[1], q[0];
"
3,"[0j, 0j, (-0.9098273576246665-0.3668884736392505j), (0.07252577004160089+0.17985282846886533j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
qubit[3] q;
rzx(0.3903236970287526) q[1], q[0];
x q[2];
cu1(3.289234323342061) q[1], q[0];
swap q[1], q[2];
rz(5.516574273268222) q[0];
"
3,"[(-0.5440269736870321-0.22588424498172027j), 0j, (0.0723500307825234+0.016184419540110906j), 0j, 0.47845889998422736j, 0j, (-0.13098356338212014+0.6335888923659333j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
ry(4.143305759498297) q[1];
rzx(3.310833620386772) q[0], q[2];
u1(3.3616656767494213) q[1];
cx q[0], q[2];
xx_minus_yy(1.5634418779585024, 2.986056340121145) q[1], q[2];
"
3,"[(-0.43435751827773517+0.09082102966631464j), (0.5388778377458862-0.11267547591324226j), (0.24291698068215056-0.3713573125849419j), (-0.30137058020958507+0.46071776639293527j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
qubit[3] q;
rzz(1.7690733318079612) q[2], q[0];
sxdg q[1];
crz(3.0783079213023097) q[2], q[1];
u2(2.92762335158582, 3.2554450965808304) q[0];
sxdg q[0];
t q[1];
id q[2];
"
3,"[0j, (0.47364509202465543-0.49938361590418195j), 0j, (0.11155084413012618-0.11761266998617272j), 0j, (0.47364509202465543+0.49938361590418195j), 0j, (0.11155084413012618+0.11761266998617272j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
p(1.5142618119927398) q[1];
t q[0];
rzx(1.6236879281435017) q[0], q[2];
ry(0.4626011852772709) q[1];
id q[1];
h q[2];
x q[0];
"
3,"[(-0.010550344303622112+0j), (0.4864547503495838+0.7790858867069959j), (-0.20896650326670177-0.33467214241941873j), (-0.024560228668660793+0j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
ch q[0], q[1];
r(3.1950598337697254, 5.725023550708359) q[2];
rx(2.3301219772511974) q[0];
dcx q[2], q[1];
cy q[0], q[1];
"
3,"[(0.42721068113318883+0j), 0j, (-0.5634634273186832+0j), 0j, 0.42721068113318883j, 0j, 0.5634634273186832j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
qubit[3] q;
crx(0.12380706631043653) q[2], q[0];
ry(4.985744764383325) q[1];
xx_plus_yy(1.5705539819471581, 2.388781952512456) q[2], q[0];
ecr q[1], q[2];
"
3,"[0j, (0.926195179424253+0j), 0j, (-0.20207347178305046-0.07661726249027587j), (-0.16788655098124364+0.24968764474277236j), 0j, (0.0572836084865812-0.04058781790762097j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
gate cs _gate_q_0, _gate_q_1 {
  p(pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
}
qubit[3] q;
U(5.824724253898632, 0.36240883697434273, 2.063071069034771) q[1];
xx_minus_yy(5.654978751531087, 6.089739045694518) q[0], q[2];
cs q[2], q[0];
tdg q[2];
x q[0];
"
3,"[(-0.1351674711351123+0j), (-0.31960584528115227-0.4733635400495374j), (-0.1351674711351123+0j), (-0.31960584528115227-0.4733635400495374j), (-0.21691508156298683+0.14645683947249805j), 0.2949695898276267j, (-0.21691508156298683+0.14645683947249805j), 0.2949695898276267j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
gate ryy(p0) _gate_q_0, _gate_q_1 {
  rx(pi/2) _gate_q_0;
  rx(pi/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rx(-pi/2) _gate_q_0;
  rx(-pi/2) _gate_q_1;
}
qubit[3] q;
cu3(3.807492991694818, 3.7476015848331965, 4.006132522045316) q[1], q[0];
u3(2.1881640335910677, 5.68931162935419, 1.7801075413668872) q[2];
xx_plus_yy(3.1816258442772454, 5.289890702209371) q[1], q[0];
id q[2];
ryy(4.000966342676054) q[0], q[2];
h q[1];
"
3,"[(0.3994475796461163+0j), (-0.8346355610292382+0j), 0j, 0j, 0j, 0j, -0.16371780394785743j, 0.34208418854246864j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ryy(p0) _gate_q_0, _gate_q_1 {
  rx(pi/2) _gate_q_0;
  rx(pi/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rx(-pi/2) _gate_q_0;
  rx(-pi/2) _gate_q_1;
}
qubit[3] q;
rzx(4.034338131787277) q[1], q[0];
u1(2.0175484650641637) q[2];
ryy(5.5052296237407035) q[1], q[2];
s q[0];
swap q[2], q[1];
"
3,"[(0.7440328213015437-0.6262339071317731j), (-0.18673468563488071-0.004012645694115136j), (0.1366230725263896-0.0023894418615058727j), (-0.02001070986666106-0.01697964521379366j), 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate r(p0, p1) _gate_q_0 {
  u3(p0, p1 - pi/2, pi/2 - p1) _gate_q_0;
}
qubit[3] q;
u1(4.636070715219679) q[0];
rzz(1.399282277521852) q[1], q[2];
cu3(5.930022803937813, 1.1207540296864138, 2.4125191148974308) q[2], q[0];
r(6.003996789283184, 5.394542602300649) q[1];
U(5.903687084097052, 0.7211263182911685, 2.596245381639577) q[0];
cp(1.2690337528949869) q[2], q[1];
"
3,"[(-0.5368828566165292+0j), (0.17153283615069087-0.4035976376909585j), (0.028212314350642587+0.5361410887515573j), (-0.4120537887506775-0.1500874485219668j), (0.10679033759718376+0.08965520085043965j), 0j, (0.08391967422135813-0.11135402786713317j), 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_plus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(p1) _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sx _gate_q_1;
  rz(pi/2) _gate_q_1;
  s _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  ry(-p0/2) _gate_q_1;
  ry(-p0/2) _gate_q_0;
  cx _gate_q_1, _gate_q_0;
  sdg _gate_q_0;
  rz(-pi/2) _gate_q_1;
  sxdg _gate_q_1;
  rz(pi/2) _gate_q_1;
  rz(-p1) _gate_q_0;
}
qubit[3] q;
cu3(3.0723207300757833, 5.044531399918371, 6.246657302705313) q[1], q[2];
u3(4.865964770000744, 3.543471360084484, 1.5443501585858) q[0];
sdg q[0];
u1(3.2890332403667233) q[1];
u2(4.659816405040157, 4.006681335656886) q[1];
xx_plus_yy(5.667489972480307, 0.29651377862649886) q[0], q[2];
"
3,"[(0.07941309858309471+0.11273034776740976j), (0.024144481113102006-0.017008623647897174j), (-0.36735732944972904-0.13216548131223355j), (-0.0283070799526957+0.07868025139919582j), (-0.036389364163004874-0.051656285302078886j), (0.24118269426448402-0.16990158777545256j), (0.16833368648003963+0.060562022072684865j), (-0.2827634927323637+0.7859483469109423j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rxx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_0;
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
  h _gate_q_0;
}
qubit[3] q;
sx q[1];
rxx(5.408716353697995) q[0], q[2];
z q[2];
x q[0];
u1(3.7688476236662454) q[1];
U(0.913199069779923, 2.8247058280227417, 3.9015971165923817) q[1];
rx(0.4219827384526603) q[0];
y q[2];
"
3,"[0j, 0j, (-0.6812521078070006+0.7320488819802397j), 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
gate csx _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cu1(pi/2) _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
qubit[3] q;
swap q[1], q[2];
s q[0];
y q[1];
csx q[0], q[2];
rz(1.498943383930312) q[1];
sdg q[2];
p(3.940370932030691) q[0];
"
3,"[(0.2289864074213675+0.31458851440556657j), (-0.2591090767161254-0.2857176469122586j), (0.3725787211410049+0.2949049429531878j), (0.3414812045363768-0.3304155198741046j), (-0.04028543819731182+0.1503105273890052j), (0.05976364402528593-0.14368186394785257j), (0.17655236780887723-0.25967008538033987j), (-0.31188159015319944+0.062910939666728j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate xx_minus_yy(p0, p1) _gate_q_0, _gate_q_1 {
  rz(-p1) _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sx _gate_q_0;
  rz(pi/2) _gate_q_0;
  s _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  ry(p0/2) _gate_q_0;
  ry(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  sdg _gate_q_1;
  rz(-pi/2) _gate_q_0;
  sxdg _gate_q_0;
  rz(pi/2) _gate_q_0;
  rz(p1) _gate_q_1;
}
qubit[3] q;
u2(1.8326568782504427, 0.21572920320090608) q[2];
tdg q[1];
u2(0.13231485350536448, 5.670077652169876) q[0];
csdg q[0], q[2];
U(2.5086166412114825, 0.6695511448177714, 4.774406531364849) q[1];
sdg q[0];
xx_minus_yy(4.0112290053277375, 0.11310980251461593) q[2], q[1];
"
3,"[0j, (-0.10430070755344731-0.3378185347251542j), (-0.14750347518719512-0.4777475534293195j), (0.10430070755344731+0.3378185347251542j), 0j, (-0.28174302745722746+0.21359041757353234j), (-0.39844481053406644+0.30206246532542214j), (0.28174302745722746-0.21359041757353234j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
gate rzz(p0) _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
}
qubit[3] q;
y q[1];
ecr q[2], q[0];
rzz(0.9718588152863639) q[1], q[2];
s q[0];
u2(1.2215918159109804, 0.18646661487346275) q[2];
ch q[0], q[1];
"
3,"[0j, 0j, (0.2847923715212607+0.10181764288611267j), (-0.25198231208394395+0.042401787721593656j), 0j, 0j, (0.6605042351069547+0.23614039932198255j), (-0.5844095591972777+0.09834027581784398j)]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
rx(3.890431098353943) q[0];
y q[1];
z q[2];
crx(3.955769829956527) q[1], q[2];
U(5.243080170138495, 1.3000719683921989, 3.3001772006169996) q[0];
sdg q[2];
p(5.368503135996529) q[1];
ry(3.0105487451708792) q[0];
"
3,"[(1+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate dcx _gate_q_0, _gate_q_1 {
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
}
qubit[3] q;
cu(4.623577442571279, 0.4957209623775687, 4.863457479864956, 0.18277263967396365) q[2], q[0];
id q[1];
cx q[0], q[2];
id q[1];
dcx q[0], q[1];
"
3,"[(-0.031199550608869697+0.031199550608869697j), (-0.0035994266578850097+0.0035994266578850097j), (0.2809862186593385-0.6422868954595348j), (0.032416790184574065-0.07409929080420836j), (-0.031199550608869697-0.031199550608869697j), (-0.0035994266578850097+0.0035994266578850097j), (0.6422868954595348+0.2809862186593385j), (0.032416790184574065-0.07409929080420836j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate iswap _gate_q_0, _gate_q_1 {
  s _gate_q_0;
  s _gate_q_1;
  h _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  cx _gate_q_1, _gate_q_0;
  h _gate_q_1;
}
gate sxdg _gate_q_0 {
  s _gate_q_0;
  h _gate_q_0;
  s _gate_q_0;
}
gate csdg _gate_q_0, _gate_q_1 {
  p(-pi/4) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  p(pi/4) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  p(-pi/4) _gate_q_1;
}
qubit[3] q;
iswap q[0], q[2];
id q[1];
u1(2.7360583200828708) q[1];
ry(0.2297202207055728) q[0];
sxdg q[2];
csdg q[2], q[0];
u3(3.2673013833271822, 5.910178900380786, 5.873546562299679) q[1];
"
3,"[-0.3788652210402973j, (-0.3262838400627384+0j), (0.3788652210402973+0j), 0.3262838400627384j, 0.3788652210402973j, (0.3262838400627384+0j), (-0.3788652210402973+0j), -0.3262838400627384j]","OPENQASM 3.0;
include ""stdgates.inc"";
gate rzx(p0) _gate_q_0, _gate_q_1 {
  h _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  rz(p0) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  h _gate_q_1;
}
gate ecr _gate_q_0, _gate_q_1 {
  rzx(pi/4) _gate_q_0, _gate_q_1;
  x _gate_q_0;
  rzx(-pi/4) _gate_q_0, _gate_q_1;
}
qubit[3] q;
h q[2];
t q[1];
rx(4.563528971155329) q[0];
z q[2];
cz q[0], q[1];
ecr q[0], q[1];
"
3,"[(1+0j), 0j, 0j, 0j, 0j, 0j, 0j, 0j]","OPENQASM 3.0;
include ""stdgates.inc"";
qubit[3] q;
cy q[1], q[2];
u1(2.1966815763751737) q[0];
cz q[2], q[1];
cz q[1], q[0];
"
3,"[0j, 0j, 0j, 0j, (0.8384079267623236-0.24614108393267553j), (-0.03263682247460224-0.04109224779239411j), (0.3594245537769981+0.3162304286360077j), (0.04193024665189046+0.05279337738091751j)]","OPENQASM 3.0;
include ""stdgates.inc"";
gate cu3(p0, p1, p2) _gate_q_0, _gate_q_1 {
  u1(p1/2 + p2/2) _gate_q_0;
  u1(-p1/2 + p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(-p0/2, 0, -p1/2 - p2/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u3(p0/2, p1, 0) _gate_q_1;
}
gate cu1(p0) _gate_q_0, _gate_q_1 {
  u1(p0/2) _gate_q_0;
  cx _gate_q_0, _gate_q_1;
  u1(-p0/2) _gate_q_1;
  cx _gate_q_0, _gate_q_1;
  u1(p0/2) _gate_q_1;
}
qubit[3] q;
U(0.9797968386892854, 2.094351385891705, 2.7093838377679464) q[1];
swap q[0], q[2];
cu3(0.36516136548308703, 5.000262642997421, 1.8064674387218789) q[1], q[0];
x q[2];
ry(1.322811543474711) q[1];
cu1(0.08815298372419875) q[0], q[2];
"
